사용월,노선ID,노선번호,노선명,버스정류장ID,버스정류장명,승차승객수,하차승객수,작업일시
2022-08,11110897,0017,0017번(청암동~이촌동),1,청암자이아파트,618,5,2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),2,청암동강변삼성아파트,"1,826",28,2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),3,청심경로당,"2,997",42,2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),4,원효2동주민센터,"5,015",144,2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),5,산천동,"6,511",325,2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),6,신창동세방아파트,"5,700",219,2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),7,남이장군사당,"1,726","1,398",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),8,새마을금고,"4,591","3,569",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),9,용문시장,"5,586","1,856",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),10,용산전자상가입구,"2,658","1,179",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),11,신용산지하차도,"1,245","2,254",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),12,용산역,"29,308","20,458",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),13,용산푸르지오써밋,"1,119","2,026",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),14,한강대교북단,"6,606","4,961",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),15,서부이촌동입구,"2,284","11,624",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),16,이촌2동대림아파트.새남터성지,970,"9,934",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),17,이촌2동주민센터,952,"6,464",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),18,성촌공원.포르쉐센터용산,235,"2,229",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),19,이촌119안전센터.성촌공원,283,"2,186",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),20,원효2동산호아파트후문,136,"2,439",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),21,청암동강변삼성아파트,"2,413","3,827",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),22,원효2동산호아파트,"4,403","1,105",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),23,원효로풍전아파트,"3,015",484,2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),24,성촌공원.포르쉐센터용산,"3,138","1,222",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),25,이촌2동주민센터,"8,009","1,134",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),26,이촌2동대림아파트.새남터성지,"10,252","1,073",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),27,이촌2동강변아파트,"8,625","3,315",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),28,한강대교북단.LG유플러스,"6,101","12,182",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),29,신용산역,"4,647","11,675",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),30,신용산역,"23,225","10,335",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),31,신용산지하차도,"1,137","4,497",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),32,용산전자상가입구,970,"4,607",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),33,용문시장,"1,929","4,263",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),34,새마을금고,"6,452","5,169",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),35,남이장군사당,262,"2,660",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),36,신창동세방아파트,154,"7,387",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),37,산천동,139,"5,970",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),38,산천동리버힐삼성아파트,39,"4,395",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),39,삼성테마트,13,"2,070",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),40,청암동강변삼성아파트,6,"1,340",2022-09-03 10:18:19
2022-08,11110897,0017,0017번(청암동~이촌동),41,청암자이아파트(가상),1,370,2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),1,남산예장버스환승주차장,"5,875",193,2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),2,퇴계로3가.한옥마을.한국의집,"7,063",134,2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),3,충무로역2번출구.대한극장앞,"14,085",383,2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),4,퇴계로5가,"2,938",941,2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),5,장충문화체육센터.권기옥활동터,"1,048","1,025",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),6,동대입구역.장충동,"22,091","2,383",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),7,국립극장.반얀트리호텔,"11,555","6,964",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),8,남산북측순환로입구,"3,988","3,695",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),9,남산서울타워,"47,308","45,126",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),10,남산도서관,"3,528","8,426",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),11,백범광장,"1,166","2,926",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),12,힐튼호텔,"1,369","8,547",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),13,남대문시장악세사리전문상가,"2,011","8,614",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),14,시청앞,"4,591","11,009",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),15,서울신문사,"5,603","5,138",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),16,KT광화문지사,"8,574","4,879",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),17,국립고궁박물관,"1,571","4,246",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),18,청와대,"7,304","10,222",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),19,춘추문,"8,529","4,133",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),20,경복궁.국립민속박물관,"8,469","4,113",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),21,안국역.인사동,"4,166","13,465",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),22,남인사마당,"3,042","3,965",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),23,종로2가.삼일교,885,"4,308",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),24,남대문세무서.서울백병원,515,"8,646",2022-09-03 10:18:19
2022-08,11110448,01,01번(예장주차장~예장주차장),25,남산예장버스환승주차장(종점가상),18,"4,060",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),1,서울드래곤시티,611,30,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),2,용산전자상가.전자랜드,262,40,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),3,원효로3가,"1,160",63,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),4,원효로2가사거리,340,98,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),5,남정초등학교,758,107,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),6,용산꿈나무종합타운.보건분소,"1,000",599,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),7,효창공원앞역.이봉창역사울림관,"5,762","1,121",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),8,국민은행효창동지점,968,938,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),9,효창공원삼거리.윤봉길의사등묘역,603,"2,758",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),10,숙명여대후문.이봉창활동터,642,"1,779",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),11,효창공원후문,"1,532","1,227",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),12,한겨레신문사입구,580,"1,198",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),13,대한노인회,722,824,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),14,효창운동장.효창동주민센터,870,133,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),15,서울금양초등학교.국민은행효창동지점,"1,194",404,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),16,효창공원앞역.이봉창역사울림관,"5,247","1,547",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),17,용산꿈나무종합타운.보건분소,"1,451",381,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),18,원효로2가,"2,533",836,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),19,원효로3가,"3,045","1,645",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),20,원효풍전아파트,"1,620","1,172",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),21,성촌공원.포르쉐센터용산,"2,469","1,937",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),22,이촌2동주민센터,"3,224","2,137",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),23,이촌2동대림아파트.새남터성지,"3,525","1,560",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),24,이촌2동강변아파트,"4,989","1,980",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),25,이촌동동부센트레빌,"1,161","1,358",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),26,이촌1동충신교회앞,"3,054","3,091",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),27,이촌동한강맨션.이촌역,"5,977","4,589",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),28,신용산초등학교,"3,655","2,475",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),29,이촌동점보아파트,"5,270","2,302",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),30,금강병원.반도아파트,"2,062","1,992",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),31,서빙고신동아아파트,"3,980","2,777",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),32,동작대교전망카페,646,599,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),33,구반포역.세화고등학교,"1,639","3,865",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),34,신반포역.세화여중고,"2,788","3,025",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),35,고속터미널,"9,582","11,038",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),36,반포미도아파트앞,"11,082","11,162",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),37,법조단지,"1,280","3,268",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),38,지하철2호선교대역2,"1,953","7,755",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),39,서초동유원아파트,"1,263","1,402",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),40,롯데칠성,261,"1,935",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),41,신분당선강남역,825,"4,230",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),42,래미안아파트.파이낸셜뉴스(중),399,"2,009",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),43,뱅뱅사거리,261,"1,548",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),44,양재역.서초문화예술회관,661,"1,627",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),45,교육개발원입구,103,856,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),46,시민의숲,16,"1,093",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),47,AT센터.양재꽃시장,16,"1,225",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),48,양재2동주민센터.양재꽃시장,"2,417",19,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),49,언남고교,"1,102",61,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),50,교육개발원입구,"1,830",435,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),51,양재역.서초문화예술회관,"1,508","1,136",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),52,뱅뱅사거리,"1,580",281,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),53,래미안아파트.파이낸셜뉴스(중),"2,999",698,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),54,신분당선강남역,"3,508","1,061",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),55,서초동진흥아파트,"1,885",761,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),56,서초동유원아파트,"1,518","1,308",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),57,지하철2호선교대역4출구,"3,300","1,660",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),58,법조단지,"2,155","1,849",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),59,디에이치반포클라스,"4,147","3,657",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),60,삼호가든사거리.반포도서관,"9,022","2,516",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),61,고속터미널,"13,460","9,870",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),62,신반포역.세화여중고,"2,999","2,129",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),63,구반포역.세화고등학교,"1,905",586,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),64,동작대교전망카페,273,548,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),65,서빙고역1번출구,"1,264","2,997",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),66,서빙고신동아아파트,"4,110","4,050",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),67,이촌동현대아파트,"2,200","4,840",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),68,이촌동강촌아파트,"3,590","2,892",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),69,신용산초등학교,"3,676","3,926",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),70,이촌동한가람아파트.이촌역,"6,358","4,424",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),71,이촌동두산위브트레지움.한강대우아파트,"2,770","2,573",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),72,서부이촌동입구,"2,677","6,519",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),73,이촌2동대림아파트.새남터성지,"1,988","3,999",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),74,이촌2동주민센터,"2,403","2,766",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),75,성촌공원.포르쉐센터용산,718,"1,315",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),76,이촌119안전센터.성촌공원,749,573,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),77,원효로풍전아파트,"1,698","2,674",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),78,원효로3가,"1,183","2,043",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),79,원효로2가사거리,355,"1,784",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),80,남정초등학교,793,"1,588",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),81,용산꿈나무종합타운.보건분소,"1,089","3,483",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),82,효창공원앞역.이봉창역사울림관,"5,941","3,992",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),83,국민은행효창동지점,887,"1,678",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),84,효창공원삼거리.윤봉길의사등묘역,251,"3,869",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),85,숙명여대후문.이봉창활동터,513,"2,086",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),86,효창공원후문,820,"1,538",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),87,한겨레신문사입구,319,"1,518",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),88,대한노인회,412,"1,114",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),89,효창운동장.효창동주민센터,291,133,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),90,서울금양초등학교.국민은행효창동지점,383,294,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),91,효창공원앞역.이봉창역사울림관,728,"1,246",2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),92,용산꿈나무종합타운.보건분소,139,339,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),93,원효로2가,118,516,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),94,용산전자상가입구,98,628,2022-09-03 10:18:19
2022-08,11110449,0411,0411번(용산차고지~AT센터),95,용산역3번출구.용산차고지,2,712,2022-09-03 10:18:19
2022-08,11110001,100,100번(하계동~용산구청),1,한성여객종점,377,41,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),2,노원평생학습관,332,4,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),3,서울시립북서울미술관,"1,416",61,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),4,중계역,"1,354",146,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),5,중계역2번출구,"3,906",541,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),6,중계3단지목련아파트,"2,235",923,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),7,목련아파트상가,"7,284","1,639",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),8,중계목화아파트4단지,"4,921",651,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),9,노원경찰서,"7,619",920,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),10,하계1동주민센터,"4,143",801,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),11,골마을근린공원,"8,119","2,030",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),12,하계역,"12,886","6,475",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),13,하계우성아파트,"14,639","1,382",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),14,하계극동아파트,"4,869","1,583",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),15,월계보건지소,"5,427","3,230",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),16,인덕대학,"5,687","6,171",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),17,월계주공108동앞롯데캐슬루나아파트,"8,264","4,364",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),18,오현초등학교,"8,973","6,178",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),19,꿈의숲주차장입구,"3,711","2,428",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),20,북서울꿈의숲,"5,306","1,294",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),21,송중동한일유엔아이,"1,964","3,434",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),22,창문여고앞,"6,328","6,089",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),23,숭곡초등학교입구,"4,176","7,451",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),24,월곡뉴타운,"3,307","7,438",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),25,길음뉴타운,"4,419","8,151",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),26,미아리고개.미아리예술극장,"3,263","5,736",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),27,돈암사거리.성신여대입구,"2,943","9,479",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),28,삼선교.한성대학교,"3,444","6,678",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),29,혜화동로터리.여운형활동터,"2,033","5,219",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),30,명륜3가.성대입구,"3,990","4,929",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),31,창경궁.서울대학교병원,"3,089","3,805",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),32,원남동,"4,046","4,803",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),33,광장시장,"2,095","5,030",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),34,을지로4가,"2,076","6,427",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),35,을지로3가,"2,872","9,383",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),36,을지로2가.기업은행본점.서울노동청,"4,919","6,301",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),37,롯데백화점,"6,459","5,187",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),38,북창동.남대문시장,"2,344","2,822",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),39,숭례문(가상),2,851,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),40,숭례문,"1,359","2,194",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),41,서울역버스환승센터,"5,248","4,005",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),42,갈월동,"2,883","1,744",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),43,숙대입구역,"5,348","2,324",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),44,삼각지역,"3,743","2,078",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),45,용산우체국,"2,277","1,886",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),46,신용산역,"10,627","3,583",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),47,한강대교북단.LG유플러스,"5,893","2,609",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),48,이촌동동부센트레빌,"1,039","5,029",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),49,이촌1동충신교회앞,"2,211","6,760",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),50,이촌동한강맨션.이촌역,"4,755","6,358",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),51,신용산초등학교,"2,749","5,659",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),52,이촌동점보아파트,"2,385","6,347",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),53,금강병원.반도아파트,"1,258","4,086",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),54,서빙고신동아아파트,"1,211","5,426",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),55,서빙고역1번출구,"2,835","3,592",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),56,한강중학교,"1,582","5,886",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),57,용산구청.크라운호텔,"3,911","4,130",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),58,용산구청.크라운호텔,"2,252",309,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),59,한강중학교,"1,657",113,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),60,금호베스트빌앞,390,133,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),61,서빙고초등학교,57,273,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),62,서빙고역교차로,631,654,2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),63,서빙고역1번출구,"1,758","1,582",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),64,서빙고신동아아파트,"10,475","1,794",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),65,이촌동현대아파트,"5,870","2,013",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),66,이촌동강촌아파트,"9,896","1,951",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),67,신용산초등학교,"6,090","3,070",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),68,이촌동한가람아파트.이촌역,"7,621","3,627",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),69,이촌동두산위브트레지움.한강대우아파트,"9,391","2,814",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),70,한강대교북단.LG유플러스,"5,707","10,273",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),71,신용산역,"3,242","10,016",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),72,용산우체국,"1,893","3,214",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),73,삼각지역,"2,056","4,600",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),74,숙대입구역,"2,990","6,843",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),75,갈월동,"2,238","2,324",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),76,서울역버스환승센터.강우규의거터,"2,303","4,069",2022-09-03 10:18:18
2022-08,11110001,100,100번(하계동~용산구청),77,남대문시장앞.이회영활동터,"3,246","3,707",2022-09-03 10:18:18
